"sale_price","sale_date","address","beds","full_baths","half_baths","sqft","acres","lat","long"
250000,2023-04-28,"3090 VILLAGE CIR, Ann Arbor, MI 48108",2,1,1,1121,NA,42.241570493513,-83.685061345704
409000,2023-04-28,"2406 WALTER DR, ANN ARBOR, MI 48103",3,2,0,1447,0.207,42.288373144082,-83.779225978958
290000,2023-04-28,"2773 S KNIGHTSBRIDGE CIR, ANN ARBOR, MI 48105",2,2,0,1182,NA,42.313286794594,-83.733636303612
468000,2023-04-28,"2768 ASHCOMBE DR, ANN ARBOR, MI 48105",3,2,1,1796,NA,42.316838398228,-83.711386628287
317000,2023-04-28,"3186 BOLGOS CIR, ANN ARBOR, MI 48105",3,1,1,1140,NA,42.312682755129,-83.689133333733
NA,2023-04-28,"S FOURTH AV VACANT, Ann Arbor, MI 48104",0,0,0,NA,NA,NA,NA
150000,2023-04-27,"2108 NEWPORT RD, ANN ARBOR, MI 48103",0,0,0,NA,0.499,42.302744883993,-83.765925394579
NA,2023-04-27,"1506 SOUTH BLV, Ann Arbor, MI 48104",3,2,1,1345,0.115,42.258829876066,-83.72828725835
740000,2023-04-27,"1801 MARYFIELD DR, Ann Arbor, MI 48103",3,2,0,1248,0.172,42.283610751308,-83.769354332936
515000,2023-04-27,"1440 MARIAN AV, Ann Arbor, MI 48103",3,2,1,1115,0.165,42.263311709491,-83.762817937176
205000,2023-04-27,"4 DOWNING CT, Ann Arbor, MI 48108",3,1,0,864,0.178,42.235292609003,-83.716185097485
865000,2023-04-27,"1309 IROQUOIS PL, Ann Arbor, MI 48104",4,3,1,2819,0.197,42.259803398131,-83.733422961385
NA,2023-04-27,"1500 ARDMOOR AV, Ann Arbor, MI 48103",3,2,0,2100,0.165,42.262379759111,-83.765032251466
NA,2023-04-27,"2123 CAROL DR, Ann Arbor, MI 48103",4,2,0,1316,0.185,42.264083041166,-83.775272750108
457000,2023-04-27,"732 SPRING ST, ANN ARBOR, MI 48103",2,1,0,910,0.247,42.287926482303,-83.752416602992
945000,2023-04-27,"1129 OLIVIA AV, Ann Arbor, MI 48104",3,2,1,1752,0.089,42.267419055416,-83.731334085547
1,2023-04-27,"2026 NORWAY RD, Ann Arbor, MI 48104",3,3,1,2632,0.364,42.266415475487,-83.72200875484
1475000,2023-04-27,"2026 NORWAY RD, Ann Arbor, MI 48104",3,3,1,2632,0.364,42.266415475487,-83.72200875484
100,2023-04-27,"941 SHERWOOD ST, Ann Arbor, MI 48103",2,1,0,869,0.186,42.269935213728,-83.768150253694
430500,2023-04-27,"2125 FOSS CT, ANN ARBOR, MI 48103",3,1,0,1498,0.205,42.299851245337,-83.776374238224
NA,2023-04-26,"3065 HUNTING VALLEY RD, Ann Arbor, MI 48104",0,2,1,2561,0.434,42.267361848138,-83.701697789988
NA,2023-04-26,"800 SUNSET RD, ANN ARBOR, MI 48103",3,2,1,1504,0.501,NA,NA
285000,2023-04-26,"3304 ALPINE DR, Ann Arbor, MI 48108",0,1,2,1280,NA,42.243936863921,-83.728512586276
NA,2023-04-26,"525 GALEN CIR, Ann Arbor, MI 48103",2,2,2,1935,NA,42.248157237487,-83.755349525579
NA,2023-04-26,"1417 MAXWELL AV, Ann Arbor, MI 48103",2,1,0,1080,0.135,42.275637881269,-83.764253966617
NA,2023-04-26,"1541 MILLER AVE, ANN ARBOR, MI 48103",3,3,0,1540,0.249,42.289147367908,-83.766489311568
NA,2023-04-26,"1547 MILLER AVE, ANN ARBOR, MI 48103",1,1,0,532,0.195,42.289194240711,-83.766609584053
321000,2023-04-26,"637 LIBERTY POINTE DR, ANN ARBOR, MI 48103",2,3,1,1378,NA,42.273669653143,-83.786027450537
623178,2023-04-26,"2922 CORSTON RD, ANN ARBOR, MI 48105",3,1,0,1866,NA,42.314536996861,-83.709499066664
412000,2023-04-26,"1424 ARGYLE CRES, ANN ARBOR, MI 48103",3,1,0,1014,0.202,42.293577678914,-83.771744238774
NA,2023-04-25,"2652 DEXTER RD, ANN ARBOR, MI 48103",5,4,0,3102,0.364,NA,NA
NA,2023-04-25,"2214 DEVONSHIRE RD, Ann Arbor, MI 48104",3,3,1,2696,0.581,42.269422897059,-83.715542954524
1000,2023-04-25,"2069 CHAMPAGNE DR, Ann Arbor, MI 48108",3,1,1,1471,0.187,42.234138955477,-83.716834439214
5e+05,2023-04-25,"1625 WALTHAM DR, Ann Arbor, MI 48103",3,1,1,1618,0.222,42.260302152755,-83.776848489894
NA,2023-04-25,"2120 STONE SCHOOL CIR, Ann Arbor, MI 48108",0,2,0,1100,NA,42.234817506966,-83.719733432611
781215,2023-04-25,"2920 CORSTON RD, ANN ARBOR, MI 48105",3,1,0,2065,NA,42.314516815885,-83.709431316268
1,2023-04-25,"3630 WINDEMERE DR, ANN ARBOR, MI 48105",4,2,1,2344,0.27,42.28981957286,-83.688763002804
515000,2023-04-25,"1440 HATCHER CRES, ANN ARBOR, MI 48103",4,1,1,1255,0.172,42.293413748209,-83.77494185977
1,2023-04-25,"2421 MEADOWRIDGE CT, ANN ARBOR, MI 48105",3,2,1,2432,0.196,42.315568550422,-83.716067264324
599995,2023-04-25,"3353 ROSEFORD BLVD, ANN ARBOR, MI 48105",0,1,0,2284,NA,42.32284446585,-83.710961335957
350000,2023-04-25,"3195 ASHER RD, Ann Arbor, MI 48104",0,2,1,1704,NA,42.258949819538,-83.697202639987
1,2023-04-24,"3341 CARDINAL AV, Ann Arbor, MI 48108",2,1,0,1120,0.174,42.240366723149,-83.706061983709
NA,2023-04-24,"2747 HOLYOKE LN, ANN ARBOR, MI 48103",5,2,1,2754,0.501,42.314468514726,-83.766417771771
435000,2023-04-24,"2233 PLACID WAY, ANN ARBOR, MI 48105",3,2,1,1684,0.234,42.31186792771,-83.719144488279
NA,2023-04-24,"137 W OAKBROOK DR, Ann Arbor, MI 48103",2,2,0,1250,NA,42.248696333026,-83.756645897737
NA,2023-04-24,"137 W OAKBROOK DR, Ann Arbor, MI 48103",2,2,0,1250,NA,42.248696333026,-83.756645897737
660000,2023-04-24,"402 KOCH AV, Ann Arbor, MI 48103",3,3,0,1600,0.076,42.272027011237,-83.752316844056
290501,2023-04-24,"1245 ISLAND DR #201, ANN ARBOR, MI 48105",2,1,0,868,NA,42.290999815724,-83.731972593676
744000,2023-04-24,"2747 HOLYOKE LN, ANN ARBOR, MI 48103",5,2,1,2754,0.501,42.314468514726,-83.766417771771
456000,2023-04-24,"2724 WINTER GARDEN CT, ANN ARBOR, MI 48105",3,2,1,2235,NA,42.316033450371,-83.70421805311
645000,2023-04-24,"2605 NADIA CT, ANN ARBOR, MI 48105",4,2,1,2678,0.149,42.310354941855,-83.707327902783
785000,2023-04-24,"516 FIFTH ST, Ann Arbor, MI 48103",2,2,0,1627,0.167,42.275596332438,-83.756068711257
10,2023-04-21,"1514 GOLDEN AV, Ann Arbor, MI 48104",5,3,0,1918,0.167,42.262434131337,-83.736228686357
470000,2023-04-21,"331 E ANN ST, Ann Arbor, MI 48104",2,2,0,1300,0.1,42.282331747966,-83.745240090329
NA,2023-04-21,"1562 JONES DR, ANN ARBOR, MI 48105",4,2,0,2340,0.246,42.295198294014,-83.73114962153
NA,2023-04-21,"321 CLOVERDALE RD, ANN ARBOR, MI 48105",3,1,0,988,0.171,42.306044521378,-83.739415233048
NA,2023-04-21,"2118 YORKTOWN DR, ANN ARBOR, MI 48105",4,2,1,2183,0.178,42.305545750336,-83.6980758134
NA,2023-04-21,"2147 YORKTOWN DR, ANN ARBOR, MI 48105",3,1,1,1079,0.217,42.30596084988,-83.698258339219
217000,2023-04-21,"200 BRIARCREST DR 116, Ann Arbor, MI 48104",0,2,0,983,NA,42.246830520053,-83.747316960886
217000,2023-04-21,"200 BRIARCREST DR 116, Ann Arbor, MI 48104",0,2,0,983,NA,42.246830520053,-83.747316960886
1075000,2023-04-21,"730 BARCLAY CT, ANN ARBOR, MI 48105",4,2,2,2311,0.461,42.285252362139,-83.690856344994
480000,2023-04-21,"214 WILDWOOD AV, Ann Arbor, MI 48103",3,1,0,1248,0.162,42.282652361612,-83.766914632402
5e+05,2023-04-21,"341 MULHOLLAND AV, Ann Arbor, MI 48103",3,1,0,1050,0.055,42.279071885099,-83.757291352505
295900,2023-04-21,"810 BARTON DR, ANN ARBOR, MI 48105",2,1,0,888,0.183,42.300167396922,-83.734607209037
425000,2023-04-21,"903 WILDT ST, ANN ARBOR, MI 48103",3,1,2,1263,0.101,42.289763183915,-83.748315733993
351000,2023-04-21,"2743 BARCLAY WAY, ANN ARBOR, MI 48105",2,2,1,1623,NA,42.320011155924,-83.704249686264
396000,2023-04-21,"572 S SEVENTH ST, Ann Arbor, MI 48103",2,1,2,1047,NA,42.274115938292,-83.758506189087
587500,2023-04-21,"821 W LIBERTY ST, Ann Arbor, MI 48103",4,2,0,1666,0.157,42.278096169343,-83.757590564452
662011,2023-04-21,"2924 CORSTON RD, ANN ARBOR, MI 48105",3,1,0,1866,NA,42.314555117491,-83.709564386536
NA,2023-04-20,"2220 WALTER DR, ANN ARBOR, MI 48103",4,2,0,2048,0.172,42.288426822631,-83.776499254427
NA,2023-04-20,"2220 WALTER DR, ANN ARBOR, MI 48103",4,2,0,2048,0.172,42.288426822631,-83.776499254427
NA,2023-04-20,"2814 S KNIGHTSBRIDGE CIR, ANN ARBOR, MI 48105",3,2,0,1236,NA,42.314501076462,-83.733921523988
634995,2023-04-20,"3341 ROSEFORD BLV BLVD, ANN ARBOR, MI 48105",3,2,1,2427,NA,42.322897446049,-83.711047720864
1,2023-04-20,"1905 LINWOOD AV, Ann Arbor, MI 48103",5,2,1,2461,0.224,42.284168967736,-83.770951496976
NA,2023-04-20,"451 SUMARK WAY, Ann Arbor, MI 48103",2,2,0,1481,NA,42.246789066058,-83.754936930291
321000,2023-04-20,"2814 S KNIGHTSBRIDGE CIR, ANN ARBOR, MI 48105",3,2,0,1236,NA,42.314501076462,-83.733921523988
462500,2023-04-20,"315 SECOND ST 403, Ann Arbor, MI 48103",0,1,1,762,NA,NA,NA
NA,2023-04-20,"3001 FERNWOOD AV 202, Ann Arbor, MI 48108",0,2,0,997,NA,42.245125035064,-83.693752385093
549000,2023-04-20,"2961 AUGHTON RD, ANN ARBOR, MI 48105",3,2,1,1866,NA,42.315136424186,-83.709463732416
286300,2023-04-20,"2810 KIMBERLEY RD, Ann Arbor, MI 48104",3,1,0,960,0.219,42.247974793803,-83.716538290982
NA,2023-04-20,"3635 WALDENWOOD DR, ANN ARBOR, MI 48105",3,2,1,1804,0.259,42.287148807467,-83.683903295733
NA,2023-04-19,"3412 CROMWELL CT, ANN ARBOR, MI 48105",4,2,2,1956,0.296,42.318057002881,-83.695050939584
NA,2023-04-19,"1514 SAUNDERS CRES, ANN ARBOR, MI 48103",3,2,0,1447,0.2,42.294596285142,-83.771255981882
NA,2023-04-19,"3971 PENBERTON DR, ANN ARBOR, MI 48105",4,1,2,2632,0.477,42.283285014821,-83.683805323275
NA,2023-04-19,"3971 PENBERTON DR, ANN ARBOR, MI 48105",4,1,2,2632,0.477,42.283285014821,-83.683805323275
486021,2023-04-19,"2106 CARHART AV, Ann Arbor, MI 48104",2,1,0,1138,0.212,42.256962070023,-83.720612360837
NA,2023-04-19,"2861 GLADSTONE AV, Ann Arbor, MI 48104",4,3,0,2488,0.347,42.247495397783,-83.718074626919
NA,2023-04-18,"203 W SUMMIT ST, ANN ARBOR, MI 48103",4,3,0,2259,0.24,42.288877689637,-83.749474534297
NA,2023-04-18,"1540 GLASTONBURY RD, Ann Arbor, MI 48103",3,1,1,1334,0.194,42.261797209876,-83.772354139443
555000,2023-04-18,"111 N ASHLEY ST 509, Ann Arbor, MI 48104",2,2,0,1078,NA,42.281602388649,-83.749800959762
NA,2023-04-18,"505 E HURON ST 704, Ann Arbor, MI 48104",2,2,0,1373,NA,42.281300571757,-83.742817921657
290000,2023-04-18,"1233 ISLAND DR #204, ANN ARBOR, MI 48105",2,1,0,871,NA,42.291071834812,-83.73196576256
1,2023-04-18,"1329 WINES DR, ANN ARBOR, MI 48103",4,1,1,1680,0.217,42.293464391297,-83.77001992284
355000,2023-04-18,"445 SKYDALE DR, ANN ARBOR, MI 48105",3,1,0,988,0.171,42.308356346446,-83.738112458112
265000,2023-04-18,"3619 BURBANK DR, ANN ARBOR, MI 48105",2,1,1,1210,NA,42.317191175825,-83.692441653525
NA,2023-04-18,"701 FIFTH ST, Ann Arbor, MI 48103",3,2,1,2704,0.208,42.272255637423,-83.755840643949
NA,2023-04-17,"623 LIBERTY POINTE DR, ANN ARBOR, MI 48103",3,2,1,1378,NA,42.273805834151,-83.786029535148
NA,2023-04-17,"2140 PAULINE BLV 206, Ann Arbor, MI 48103",1,1,0,927,NA,42.26673124769,-83.776637574743
7e+05,2023-04-17,"425 S ASHLEY ST, Ann Arbor, MI 48103",0,2,1,1394,NA,42.277177392305,-83.749875078502
1,2023-04-17,"501 N SEVENTH ST, Ann Arbor, MI 48103",3,1,1,938,0.111,42.285573402677,-83.759001646633
335000,2023-04-17,"501 N SEVENTH ST, Ann Arbor, MI 48103",3,1,1,938,0.111,42.285573402677,-83.759001646633
645000,2023-04-17,"111 N ASHLEY ST 609, Ann Arbor, MI 48104",2,2,0,1078,NA,42.281602388649,-83.749800959762
476500,2023-04-17,"1161 FREESIA CT, ANN ARBOR, MI 48105",2,2,0,1879,NA,42.288463256872,-83.73466443479
544500,2023-04-17,"2236 PLACID WAY, ANN ARBOR, MI 48105",4,2,1,1974,0.245,42.312361564525,-83.719201608858
408800,2023-04-17,"409 FOUNTAIN ST, Ann Arbor, MI 48103",2,1,0,748,0.059,42.284501714948,-83.754010097684
10,2023-04-17,"308 MANOR DR, ANN ARBOR, MI 48105",3,1,1,1295,0.254,42.305273375667,-83.740575097013
NA,2023-04-15,"2408 HAISLEY DR, ANN ARBOR, MI 48103",3,1,0,1025,0.138,42.289548151584,-83.779762189189
NA,2023-04-15,"2712 GLADSTONE AV, Ann Arbor, MI 48104",3,2,1,2146,0.165,42.249717705454,-83.718278019661
NA,2023-04-14,"3432 BURBANK DR, ANN ARBOR, MI 48105",2,1,2,1280,NA,42.315803144213,-83.690547695984
660000,2023-04-14,"1739 SHERIDAN DR, Ann Arbor, MI 48104",0,1,1,2281,0.511,42.260628137074,-83.709122979299
NA,2023-04-14,"2303 KENT ST, Ann Arbor, MI 48103",4,1,2,2208,0.207,42.260686112719,-83.776790291563
360000,2023-04-14,"816 CARBECK DR, ANN ARBOR, MI 48103",3,1,0,1024,0.186,42.288552531881,-83.778993596364
NA,2023-04-14,"2260 PARKWOOD AV, Ann Arbor, MI 48104",2,1,0,695,NA,42.254169125455,-83.690884041411
NA,2023-04-14,"2260 PARKWOOD AV, Ann Arbor, MI 48104",2,1,0,695,NA,42.254169125455,-83.690884041411
1097500,2023-04-14,"1106 MICHIGAN AV, Ann Arbor, MI 48104",5,2,2,2325,0.209,42.267210011544,-83.735130294784
360000,2023-04-14,"417 SKYDALE DR, ANN ARBOR, MI 48105",3,1,1,1650,0.176,42.30834827066,-83.738463755551
312000,2023-04-14,"2725 CANTERBURY RD, Ann Arbor, MI 48104",3,1,0,990,0.25,42.251036355829,-83.705747220103
805500,2023-04-14,"1602 SOUTH BLV, Ann Arbor, MI 48104",3,3,1,1840,0.133,42.25896886254,-83.726797013852
1e+06,2023-04-14,"923 OLIVIA AV, Ann Arbor, MI 48104",6,3,2,3312,0.277,42.271680970223,-83.731404862227
350000,2023-04-14,"17 HAVERHILL CT, ANN ARBOR, MI 48105",2,2,1,1460,NA,42.315345376476,-83.705783183853
NA,2023-04-13,"816 PACKARD ST, Ann Arbor, MI 48104",7,5,0,2101,0.092,42.268981628028,-83.738597762058
720000,2023-04-13,"2945 AUGHTON RD, ANN ARBOR, MI 48105",3,3,1,2252,NA,42.31520218273,-83.709774655845
1,2023-04-13,"2124 PAULINE BLV 108, Ann Arbor, MI 48103",1,1,0,927,NA,42.266890175661,-83.776518082748
159900,2023-04-13,"2124 PAULINE BLV 108, Ann Arbor, MI 48103",1,1,0,927,NA,42.266890175661,-83.776518082748
161000,2023-04-13,"555 E WILLIAM ST 4H, Ann Arbor, MI 48104",0,1,0,383,NA,42.27791325969,-83.742537269955
304000,2023-04-13,"268 MASON AVE, ANN ARBOR, MI 48103",3,1,0,1036,0.223,42.279745314918,-83.789399305669
NA,2023-04-12,"2124 CHAUCER DR, Ann Arbor, MI 48103",4,1,2,2636,0.292,42.254523069253,-83.757717198646
199000,2023-04-12,"555 E WILLIAM ST 22L, Ann Arbor, MI 48104",1,1,0,430,NA,42.27791325969,-83.742537269955
1,2023-04-12,"1705 SHADFORD RD, Ann Arbor, MI 48104",3,2,1,2056,0.2,42.261909615523,-83.725258695616
1,2023-04-12,"409 SECOND ST, Ann Arbor, MI 48103",3,2,0,1240,0.2,42.277813078941,-83.752246776789
NA,2023-04-12,"1916 CAMBRIDGE RD, Ann Arbor, MI 48104",4,3,1,3440,0.744,42.27208690094,-83.723774276303
NA,2023-04-12,"2510 BANYAN CT, ANN ARBOR, MI 48103",3,2,1,2051,0.14,42.260809789081,-83.779909172986
NA,2023-04-12,"2806 COLONY RD, Ann Arbor, MI 48104",4,2,1,1920,0.193,42.246654256121,-83.714380276557
220000,2023-04-12,"555 E WILLIAM ST 15I, Ann Arbor, MI 48104",1,1,0,596,NA,42.27791325969,-83.742537269955
253650,2023-04-12,"3300 ALPINE DR, Ann Arbor, MI 48108",0,1,2,1280,NA,42.244084486612,-83.728572665256
302500,2023-04-12,"1359 ROSEWOOD ST, Ann Arbor, MI 48104",5,1,1,1310,0.161,42.25539588226,-83.729968609061
NA,2023-04-11,"539 FOURTH ST, Ann Arbor, MI 48103",4,2,1,1977,0.148,42.275187675908,-83.754670403525
NA,2023-04-11,"622 S SEVENTH ST, Ann Arbor, MI 48103",3,3,1,2371,0.4,42.2734175728,-83.758487011748
NA,2023-04-11,"622 S SEVENTH ST, Ann Arbor, MI 48103",3,3,1,2371,0.4,42.2734175728,-83.758487011748
NA,2023-04-11,"620 S SEVENTH ST, Ann Arbor, MI 48103",0,0,0,NA,0.4,42.273430846797,-83.758487324076
NA,2023-04-11,"1406 W LIBERTY ST, Ann Arbor, MI 48103",4,1,0,1536,0.183,42.276826926665,-83.764322214105
NA,2023-04-11,"1012 BARTON DR, ANN ARBOR, MI 48105",2,1,0,1122,0.172,42.29784234606,-83.731954461595
NA,2023-04-11,"1012 BARTON DR, ANN ARBOR, MI 48105",2,1,0,1122,0.172,42.29784234606,-83.731954461595
NA,2023-04-11,"1406 W LIBERTY ST, Ann Arbor, MI 48103",4,1,0,1536,0.183,42.276826926665,-83.764322214105
495000,2023-04-11,"3410 SUSSEX CT, Ann Arbor, MI 48108",0,1,2,2431,0.284,42.238600022437,-83.728568006774
NA,2023-04-11,"1205 HUTCHINS AV, Ann Arbor, MI 48103",2,3,0,1732,0.152,42.266413474925,-83.756904776861
1,2023-04-11,"3306 SUNTON RD, ANN ARBOR, MI 48105",0,2,1,2411,NA,42.322243530695,-83.710290282269
244450,2023-04-11,"113 WORDEN AV, Ann Arbor, MI 48103",3,3,0,1566,0.217,42.28155575031,-83.773733311302
1,2023-04-11,"2247 PRAIRIE ST, ANN ARBOR, MI 48105",4,1,1,1004,0.171,42.305432159497,-83.702371876324
NA,2023-04-10,"907 GRANGER AV, Ann Arbor, MI 48104",3,3,0,1630,0.164,42.264286166582,-83.737885406181
100,2023-04-10,"3035 HILLTOP DR, ANN ARBOR, MI 48103",3,1,0,1170,0.246,42.283309973039,-83.790693194116
320000,2023-04-10,"2625 HAMPSHIRE RD, Ann Arbor, MI 48104",3,1,0,986,0.234,42.250252195279,-83.702070877506
NA,2023-04-07,"3049 FOREST CREEK CT, Ann Arbor, MI 48108",2,1,0,968,NA,42.239813925673,-83.718357413405
NA,2023-04-07,"3121 LAKEHAVEN DR, ANN ARBOR, MI 48105",3,2,1,1516,NA,42.285702531713,-83.697413059547
540000,2023-04-07,"3343 ROSEFORD BLVD, ANN ARBOR, MI 48105",3,2,1,2199,NA,42.322888327843,-83.711033214631
395000,2023-04-07,"1615 FERNDALE PL, Ann Arbor, MI 48104",2,1,0,1224,0.11,42.262719648822,-83.733859135257
910000,2023-04-07,"1841 CAMBRIDGE RD, Ann Arbor, MI 48104",4,2,1,3020,0.562,42.27113092627,-83.725137313448
445000,2023-04-07,"1804 CHARLTON AV, Ann Arbor, MI 48103",3,1,0,1378,0.165,42.279163429381,-83.76945574263
NA,2023-04-07,"3505 STANTON CT, ANN ARBOR, MI 48105",3,2,2,3415,0.525,42.287370501647,-83.6921731842
NA,2023-04-07,"3505 STANTON CT, ANN ARBOR, MI 48105",3,2,2,3415,0.525,42.287370501647,-83.6921731842
NA,2023-04-07,"3268 HAYSTER DR, ANN ARBOR, MI 48105",3,2,1,2403,NA,42.320010172481,-83.709254960381
295000,2023-04-07,"646 WATERSEDGE DR, ANN ARBOR, MI 48105",2,1,1,1260,NA,42.282223478405,-83.695720642143
449000,2023-04-07,"2563 W TOWNE ST, ANN ARBOR, MI 48103",3,3,1,1852,NA,42.274969102435,-83.782037102418
567000,2023-04-07,"714 DEWEY AV, Ann Arbor, MI 48104",3,1,0,1155,0.103,42.265782971754,-83.740241193689
241000,2023-04-07,"3049 FOREST CREEK CT, Ann Arbor, MI 48108",2,1,0,968,NA,42.239813925673,-83.718357413405
NA,2023-04-06,"3100 FERNWOOD AV, Ann Arbor, MI 48108",0,1,0,912,0.714,42.243431525157,-83.694406342656
NA,2023-04-06,"1019 GRANGER AV, Ann Arbor, MI 48104",4,3,1,1993,0.121,42.264333384172,-83.736507109867
NA,2023-04-06,"218 W KINGSLEY ST 404, Ann Arbor, MI 48103",2,2,0,1220,NA,42.285022927521,-83.749820509525
NA,2023-04-06,"2633 HEATHER WAY, Ann Arbor, MI 48104",2,3,1,1979,0.554,42.266438955477,-83.707263536916
NA,2023-04-06,"2633 HEATHER WAY, Ann Arbor, MI 48104",2,3,1,1979,0.554,42.266438955477,-83.707263536916
NA,2023-04-06,"1534 HATCHER CRES, ANN ARBOR, MI 48103",3,1,0,988,0.222,42.294967029012,-83.775101379548
NA,2023-04-06,"3014 ASPEN LN, Ann Arbor, MI 48108",3,2,1,1894,NA,42.243593000385,-83.699883322322
NA,2023-04-06,"3311 TACOMA CIR, Ann Arbor, MI 48108",0,1,2,2361,0.179,42.239815589071,-83.725065416001
NA,2023-04-06,"2880 E EISENHOWER PKY, Ann Arbor, MI 48108",4,1,1,1807,0.171,42.245061578768,-83.724508593006
NA,2023-04-06,"920 S SEVENTH ST, Ann Arbor, MI 48103",3,1,1,1281,0.179,42.270117638083,-83.7584043943
NA,2023-04-06,"1716 TUDOR DR, Ann Arbor, MI 48103",4,1,0,1771,0.245,42.258457678667,-83.778644102386
NA,2023-04-06,"1233 ISLAND DR #104, ANN ARBOR, MI 48105",2,1,0,871,NA,42.291071834812,-83.73196576256
270000,2023-04-06,"2203 S MAIN ST, ANN ARBOR, MI 48103",2,2,0,1086,NA,42.25386381293,-83.749979428028
NA,2023-04-05,"2879 FERNWOOD AV, Ann Arbor, MI 48104",2,1,0,1730,0.203,42.246463432215,-83.693782725369
NA,2023-04-05,"2019 MARRA DR, Ann Arbor, MI 48103",4,3,1,2445,NA,42.255546410426,-83.75493946626
NA,2023-04-05,"3118 AILSA CRAIG DR, Ann Arbor, MI 48108",3,2,1,1449,0.135,42.241775547315,-83.686161304211
NA,2023-04-05,"1050 WALL ST UNIT 2E, ANN ARBOR, MI 48105",2,2,0,1209,NA,42.287443173066,-83.733533379527
6e+05,2023-04-05,"3525 CHARTER PL, ANN ARBOR, MI 48105",4,1,2,2084,0.231,42.288658332987,-83.691150018932
495000,2023-04-05,"1009 FOUNTAIN ST, ANN ARBOR, MI 48103",3,1,1,1305,0.306,42.29095745948,-83.754237555382
188000,2023-04-05,"2603 WHITEWOOD ST, Ann Arbor, MI 48104",2,1,0,699,NA,42.249037640505,-83.690768644674
635000,2023-04-05,"939 RAYMOND ST, Ann Arbor, MI 48103",3,2,0,1582,0.166,42.270376652523,-83.769559132374
480000,2023-04-05,"322 DOTY AV, Ann Arbor, MI 48103",4,2,0,1408,0.179,42.285195559574,-83.77195632495
273000,2023-04-05,"1253 ISLAND DR #103, ANN ARBOR, MI 48105",2,1,0,871,NA,42.290966497131,-83.731979257397
345000,2023-04-05,"2112 OVERLOOK CT, ANN ARBOR, MI 48103",2,1,1,1270,NA,42.302851312335,-83.763575151808
NA,2023-04-04,"2005 PENNCRAFT CT, Ann Arbor, MI 48103",3,2,0,1080,0.565,42.284958574162,-83.772143760945
NA,2023-04-04,"2766 MAITLAND DR, ANN ARBOR, MI 48105",3,2,1,2313,NA,42.315755719471,-83.705858377809
NA,2023-04-04,"2205 S HURON PKY 3, Ann Arbor, MI 48104",2,2,0,1053,NA,42.255230691094,-83.696155052285
675000,2023-04-04,"2370 ST FRANCIS DR, Ann Arbor, MI 48104",4,1,2,2352,0.273,NA,NA
525000,2023-04-04,"1127 BROOKS ST, ANN ARBOR, MI 48103",4,2,0,1912,1.148,42.29250362738,-83.758377335679
470000,2023-04-04,"1537 MARIAN AV, Ann Arbor, MI 48103",3,1,1,1130,0.165,42.262124705536,-83.762627981699
1,2023-04-04,"468 PINE BRAE DR, ANN ARBOR, MI 48105",4,4,1,3938,0.581,42.280092784772,-83.680712309136
775000,2023-04-04,"2509 BROCKMAN BLV, Ann Arbor, MI 48104",4,2,1,2608,0.239,42.260921719698,-83.720212969656
265000,2023-04-04,"2323 YOST BLV, Ann Arbor, MI 48104",3,1,0,1398,0.184,42.25337126565,-83.688499364238
NA,2023-04-04,"431 ORCHARD HILLS DR, ANN ARBOR, MI 48104",3,3,0,1648,0.275,42.275724389617,-83.715775174748
530000,2023-04-04,"1526 HANOVER CT, Ann Arbor, MI 48103",4,2,0,1681,0.212,42.2576323062,-83.765904153737
450000,2023-04-04,"400 COLIN CIR, Ann Arbor, MI 48103",3,2,1,1743,0.183,42.247170782564,-83.755180367215
250000,2023-04-04,"2121 PAULINE CT, Ann Arbor, MI 48103",2,2,0,1652,NA,42.266820152321,-83.776041125913
100,2023-04-03,"409 FOUNTAIN ST, Ann Arbor, MI 48103",2,1,0,748,0.059,42.284501714948,-83.754010097684
NA,2023-04-03,"1001 S STATE ST, Ann Arbor, MI 48104",9,3,1,3100,0.099,42.269431873877,-83.740488183062
807539,2023-04-03,"325 E SUMMIT ST #102, ANN ARBOR, MI 48104",2,2,0,1124,0.202,42.287468191505,-83.744414296831
715000,2023-04-03,"714 LINDA VISTA AVE, ANN ARBOR, MI 48103",3,2,0,1776,0.145,42.287449093196,-83.764615929785
266500,2023-04-03,"3318 GREEN RD, ANN ARBOR, MI 48105",3,1,1,1401,NA,42.313471096979,-83.692577290747
435000,2023-04-03,"2019 MARRA DR, Ann Arbor, MI 48103",4,3,1,2445,NA,42.255546410426,-83.75493946626
403983,2023-04-03,"587 CENTER DR, ANN ARBOR, MI 48103",4,1,1,1400,0.213,42.288656295484,-83.784662074689
1,2023-04-03,"1506 JEWETT AV, Ann Arbor, MI 48104",3,1,2,2640,0.492,42.254425798631,-83.727018485568
182000,2023-04-03,"555 E WILLIAM ST 9E, Ann Arbor, MI 48104",0,1,0,383,NA,42.27791325969,-83.742537269955
555000,2023-04-03,"3985 RIDGMAAR SQ, ANN ARBOR, MI 48105",3,2,0,2172,NA,42.285316160933,-83.682581072829
167000,2023-04-03,"438 EBERWHITE BLV, Ann Arbor, MI 48103",3,1,1,1706,0.153,42.276342173708,-83.761601309396
160000,2023-04-03,"2634 WHITEWOOD ST, Ann Arbor, MI 48104",1,1,0,614,NA,42.248841499059,-83.690958409763
