"sale_price","sale_date","address","beds","full_baths","half_baths","sqft","acres","lat","long"
1,2021-07-12,"2814 HAMPSHIRE RD, Ann Arbor, MI 48104",3,2,0,1122,0.25,42.246672687963,-83.704133147567
317000,2021-07-12,"788 GREENHILLS DR, ANN ARBOR, MI 48105",3,1,2,1468,NA,NA,NA
306000,2021-07-12,"2731 CUMBERLAND AV, Ann Arbor, MI 48104",3,1,0,1102,0.212,42.250593097973,-83.705238621308
225000,2021-07-09,"2844 PAGE AV, Ann Arbor, MI 48104",0,1,1,1262,NA,42.248676961362,-83.723766378465
10,2021-07-09,"1031 DUNCAN ST, ANN ARBOR, MI 48103",4,2,0,1547,0.174,42.291759471373,-83.775082020972
NA,2021-07-09,"1402 IROQUOIS PL, Ann Arbor, MI 48104",3,2,1,1633,0.188,42.259694862662,-83.732216628508
100,2021-07-09,"1650 WOODCREEK BLV, Ann Arbor, MI 48104",4,2,1,2601,0.308,42.260840164151,-83.690075557251
427000,2021-07-09,"111 N ASHLEY ST 510, Ann Arbor, MI 48104",1,1,0,801,NA,42.281602388649,-83.749800959762
614223,2021-07-09,"1435 CRAWFORD LN, ANN ARBOR, MI 48105",4,1,2,2408,0.271,42.29446701515,-83.689395634617
610000,2021-07-09,"1499 N FOLKSTONE CT, ANN ARBOR, MI 48105",4,2,1,2525,0.277,42.295119078052,-83.686549867289
398000,2021-07-09,"1031 MAIDEN LN, ANN ARBOR, MI 48105",2,2,0,1915,NA,42.288463021856,-83.734921151068
NA,2021-07-09,"1518 MONTCLAIR PL, Ann Arbor, MI 48104",0,1,0,1320,0.11,42.262712982678,-83.732929191857
440000,2021-07-09,"315 SECOND ST 504, Ann Arbor, MI 48103",0,1,0,692,NA,NA,NA
3e+05,2021-07-09,"2984 HUNLEY DR, ANN ARBOR, MI 48105",0,2,0,1637,NA,42.315778086905,-83.731359351546
NA,2021-07-09,"3284 DEXTER RD, ANN ARBOR, MI 48103",3,1,0,1216,0.278,42.290004608692,-83.793210174724
646000,2021-07-09,"3272 HAYSTER DR, ANN ARBOR, MI 48105",4,1,0,2692,NA,42.320019613323,-83.709290363525
NA,2021-07-09,"3472 RICHMOND CT, ANN ARBOR, MI 48105",4,3,1,1859,0.206,42.316483812644,-83.694989823202
NA,2021-07-09,"3472 RICHMOND CT, ANN ARBOR, MI 48105",4,3,1,1859,0.206,42.316483812644,-83.694989823202
259000,2021-07-09,"3224 ALPINE DR, Ann Arbor, MI 48108",2,1,2,1280,NA,42.244238571111,-83.728633757301
NA,2021-07-08,"1402 IROQUOIS PL, Ann Arbor, MI 48104",3,2,1,1633,0.188,42.259694862662,-83.732216628508
NA,2021-07-08,"275 LARKSPUR ST, ANN ARBOR, MI 48105",3,1,0,988,0.175,42.307900619063,-83.740671223181
270000,2021-07-08,"1221 ISLAND DR #101, ANN ARBOR, MI 48105",2,1,0,871,NA,42.291120887489,-83.731982113445
1,2021-07-08,"1051 WESTERN, ANN ARBOR, MI 48103",3,1,1,1053,0.145,42.291064268149,-83.779679795582
270000,2021-07-08,"3230 ALPINE DR, Ann Arbor, MI 48108",0,1,2,1280,NA,42.244249464097,-83.728638012371
420000,2021-07-08,"703 HUTCHINS AV, Ann Arbor, MI 48103",3,1,0,978,0.117,42.272811313459,-83.756887942839
335000,2021-07-08,"2220 E STADIUM BLV, Ann Arbor, MI 48104",0,2,0,1598,0.257,42.261050948478,-83.719257440565
465000,2021-07-08,"2683 ESCH AV, Ann Arbor, MI 48104",5,1,2,1695,0.168,42.249197350258,-83.728105822464
NA,2021-07-08,"3070 EXMOOR RD, Ann Arbor, MI 48104",0,1,1,2352,0.492,42.261088639283,-83.697474231046
1,2021-07-08,"34 REVERE CT, Ann Arbor, MI 48104",3,1,0,984,0.157,42.247466805935,-83.701922261605
NA,2021-07-08,"2309 MEDFORD RD, Ann Arbor, MI 48103",3,1,1,2108,0.165,42.253982682925,-83.710663622407
NA,2021-07-07,"2631 ESSEX RD, Ann Arbor, MI 48104",3,3,0,1150,0.289,42.250415030069,-83.714269190393
760000,2021-07-07,"1245 FAIRMOUNT DR, ANN ARBOR, MI 48105",5,2,1,2850,0.268,42.291078131823,-83.684469893614
259000,2021-07-07,"2616 LOOKOUT CIR, Ann Arbor, MI 48104",3,1,0,888,0.19,42.24961054899,-83.700938842345
250000,2021-07-07,"6 BLAIN CT, Ann Arbor, MI 48108",4,1,1,1167,0.175,42.233427872779,-83.713600328739
115200,2021-07-07,"2167 STONE SCHOOL CIR, Ann Arbor, MI 48108",0,2,0,1100,NA,42.233806647731,-83.71958050506
420000,2021-07-07,"111 N ASHLEY ST 504, Ann Arbor, MI 48104",1,1,0,863,NA,42.281602388649,-83.749800959762
575000,2021-07-07,"1503 E PARK PL, ANN ARBOR, MI 48104",3,1,0,1600,0.104,42.262556000339,-83.73727540393
NA,2021-07-07,"3378 BLUETT DR, ANN ARBOR, MI 48105",4,2,1,2036,0.186,NA,NA
223000,2021-07-07,"555 E WILLIAM ST 15D, Ann Arbor, MI 48104",1,1,0,596,NA,42.27791325969,-83.742537269955
505000,2021-07-07,"3411 YELLOWSTONE DR, ANN ARBOR, MI 48105",4,1,2,1852,0.198,42.314594925181,-83.695819593824
100,2021-07-06,"555 E WILLIAM ST 3F, Ann Arbor, MI 48104",1,1,0,430,NA,42.27791325969,-83.742537269955
619000,2021-07-06,"1250 MOREHEAD CT, Ann Arbor, MI 48103",0,1,3,2416,0.358,42.251201688516,-83.762271190913
1,2021-07-06,"1010 ARBORVIEW BLVD, ANN ARBOR, MI 48103",2,1,0,743,0.121,42.286235280144,-83.760534802627
1,2021-07-06,"1010 ARBORVIEW BLVD, ANN ARBOR, MI 48103",2,1,0,743,0.121,42.286235280144,-83.760534802627
445000,2021-07-06,"949 LENNOX ST, Ann Arbor, MI 48103",4,1,1,1868,0.161,42.270118778367,-83.770784472517
6e+05,2021-07-06,"1475 N FOLKSTONE CT, ANN ARBOR, MI 48105",4,1,3,2296,0.423,42.294787659849,-83.687038427736
735000,2021-07-06,"2110 SHADFORD RD, Ann Arbor, MI 48104",4,3,1,2494,0.35,42.261933455122,-83.720647368847
NA,2021-07-06,"1831 AVONDALE AV, Ann Arbor, MI 48103",3,1,0,1066,0.273,42.260834663792,-83.770146898623
150000,2021-07-06,"555 E WILLIAM ST 3F, Ann Arbor, MI 48104",1,1,0,430,NA,42.27791325969,-83.742537269955
1,2021-07-06,"2112 ALICE ST, ANN ARBOR, MI 48103",3,2,0,1175,0.156,42.287827165146,-83.773956844438
472500,2021-07-06,"27 SOUTHWICK CT, ANN ARBOR, MI 48105",4,3,1,2425,NA,42.313180662963,-83.704985595581
1225000,2021-07-06,"1516 GRANGER AV, Ann Arbor, MI 48104",4,1,0,2270,0.152,42.264450495233,-83.729320146392
430250,2021-07-06,"950 NORTHWOOD ST, Ann Arbor, MI 48103",4,1,1,1350,0.201,42.269670489996,-83.765886049091
884000,2021-07-06,"407 HAMILTON PL, Ann Arbor, MI 48104",6,1,2,1903,0.062,42.277702524054,-83.745151524867
NA,2021-07-06,"715 S DIVISION ST, Ann Arbor, MI 48104",6,3,0,1600,0.072,42.272476688627,-83.744300450611
320000,2021-07-06,"1441 HATCHER CRES, ANN ARBOR, MI 48103",3,1,0,1014,0.222,42.293416481768,-83.77509672993
1,2021-07-05,"315 PAULINE BLV, Ann Arbor, MI 48103",3,2,0,1287,0.211,42.268508313627,-83.751169932519
2080000,2021-07-02,"525 DETROIT ST, Ann Arbor, MI 48104",0,0,0,NA,0.329,42.285085024965,-83.745014853423
171500,2021-07-02,"2104 PAULINE BLV 205, Ann Arbor, MI 48103",2,2,0,1173,NA,42.267638795959,-83.775753428639
964000,2021-07-02,"3071 EXMOOR RD, Ann Arbor, MI 48104",0,2,2,3120,0.487,42.261115455829,-83.697303425061
420000,2021-07-02,"2677 KIMBERLEY RD, Ann Arbor, MI 48104",4,1,2,1708,0.394,42.25039394439,-83.716611404826
100,2021-07-02,"2926 SHARON DR, Ann Arbor, MI 48108",0,1,0,924,0.263,42.239830365277,-83.703755175555
133000,2021-07-02,"1225 S MAPLE RD 206, Ann Arbor, MI 48103",1,1,0,927,NA,42.267192854878,-83.779769609432
330000,2021-07-02,"1908 JACKSON AV, Ann Arbor, MI 48103",4,1,0,1612,0.149,42.281341884522,-83.771427055106
NA,2021-07-02,"315 SECOND ST 302, Ann Arbor, MI 48103",0,1,1,889,NA,NA,NA
236000,2021-07-02,"640 WATERSEDGE DR, ANN ARBOR, MI 48105",2,1,1,1260,NA,42.282117236266,-83.695588724854
255000,2021-07-02,"517 LONG SHORE DR UNIT A, ANN ARBOR, MI 48105",2,1,0,800,NA,42.291773221093,-83.74329311682
632000,2021-07-02,"1730 FAIR ST, Ann Arbor, MI 48103",4,2,1,2182,0.186,42.278302546602,-83.768359991996
255000,2021-07-02,"3255 BOLGOS CIR, Ann Arbor, MI 48105",2,1,1,1138,NA,42.313145400021,-83.690173896424
597000,2021-07-02,"1425 BARDSTOWN TRL, ANN ARBOR, MI 48105",4,2,0,2458,0.283,42.293698899528,-83.688128243328
770000,2021-07-02,"505 E HURON ST 409, Ann Arbor, MI 48104",2,2,0,1598,NA,42.281300571757,-83.742817921657
699000,2021-07-02,"1609 S UNIVERSITY AVE, ANN ARBOR, MI 48103",3,1,0,1976,0.15,42.275165581541,-83.728339261762
459000,2021-07-02,"3247 DUNWOODIE RD, ANN ARBOR, MI 48105",4,2,1,2066,0.178,42.321284218954,-83.697561520715
590000,2021-07-02,"1042 S MAPLE RD, ANN ARBOR, MI 48103",2,2,1,2467,2.1,42.269487902242,-83.779970044139
100,2021-07-01,"1807 INDEPENDENCE BLV 14B, Ann Arbor, MI 48104",3,2,0,1097,NA,42.253038697424,-83.723405793315
187500,2021-07-01,"2333 FERNWOOD AV, Ann Arbor, MI 48104",2,1,0,695,NA,42.253739612199,-83.692350326861
459900,2021-07-01,"2209 FERDON RD, Ann Arbor, MI 48104",3,2,1,1844,0.258,42.255934739376,-83.723948010198
526000,2021-07-01,"406 WILDER PL, Ann Arbor, MI 48103",3,2,0,1680,0.085,42.269758702496,-83.752979918235
260000,2021-07-01,"653 WATERSEDGE DR, ANN ARBOR, MI 48105",2,1,1,1152,NA,42.282757398962,-83.696572892695
315000,2021-07-01,"1001 POMONA RD, ANN ARBOR, MI 48103",3,1,0,912,0.198,42.290780509849,-83.762819358796
425800,2021-07-01,"1524 HATCHER CRES, ANN ARBOR, MI 48103",3,2,0,988,0.181,42.294864926742,-83.775083975764
121500,2021-07-01,"2116 PAULINE BLV 101, Ann Arbor, MI 48103",2,1,0,929,NA,42.266968006867,-83.776457171367
440000,2021-07-01,"1222 ARELLA BLV, Ann Arbor, MI 48103",3,1,1,1104,0.153,42.266293984262,-83.766331606531
319000,2021-07-01,"125 GLENDALE DR, Ann Arbor, MI 48103",4,2,0,1392,0.113,42.281128725634,-83.771143785802
332150,2021-07-01,"309 E MADISON ST, Ann Arbor, MI 48104",2,1,1,1068,0.073,42.274188216932,-83.746158164226
469000,2021-07-01,"2994 MONTANA WAY, ANN ARBOR, MI 48105",3,3,0,1681,NA,42.312903204753,-83.735459395957
379900,2021-07-01,"31 HAVERHILL CT, ANN ARBOR, MI 48105",4,2,0,2105,NA,42.315352095351,-83.705497631106
1,2021-07-01,"3470 CREEK DR, Ann Arbor, MI 48108",0,1,0,1076,0.173,42.238547934464,-83.697533155405
517154,2021-06-30,"2740 S SPURWAY DR, ANN ARBOR, MI 48105",3,3,1,1778,NA,42.315478901512,-83.709564152813
280000,2021-06-30,"3023 LAKEHAVEN CT, ANN ARBOR, MI 48105",3,2,1,1516,NA,42.285437806523,-83.699354158706
100,2021-06-30,"505 E HURON ST 503, Ann Arbor, MI 48104",2,2,0,1379,NA,42.281300571757,-83.742817921657
499704,2021-06-30,"2744 S SPURWAY DR, ANN ARBOR, MI 48105",0,1,0,1782,NA,42.315496360601,-83.709630247909
750000,2021-06-30,"1407 LINWOOD AV, Ann Arbor, MI 48103",3,2,2,2166,0.304,42.283482115873,-83.764497124021
235000,2021-06-30,"547 LONG SHORE DR UNIT A, ANN ARBOR, MI 48105",2,1,0,800,NA,42.291575734993,-83.742333708376
100,2021-06-30,"1103 MINER ST, ANN ARBOR, MI 48103",2,2,0,711,0.151,42.291761753369,-83.755897262608
338960,2021-06-30,"1501 SOUTH BLV, Ann Arbor, MI 48104",2,2,0,1008,0.142,42.258934881808,-83.728399756127
415000,2021-06-30,"2220 PLACID WAY, ANN ARBOR, MI 48105",4,1,1,1927,0.292,42.311679100572,-83.718869972625
NA,2021-06-30,"805 MT PLEASANT AV, Ann Arbor, MI 48103",3,1,1,1872,0.18,42.271556991486,-83.760929901928
540000,2021-06-30,"2371 DELAWARE DR, Ann Arbor, MI 48103",4,3,1,2480,0.261,42.252165647649,-83.758364129202
185000,2021-06-30,"2772 GLENBRIDGE CT, Ann Arbor, MI 48104",2,1,0,882,NA,42.247047162495,-83.728155944395
344625,2021-06-30,"311 E MADISON ST, Ann Arbor, MI 48104",3,2,0,1104,0.071,42.274189066916,-83.746118894865
635750,2021-06-30,"303 E MADISON ST, Ann Arbor, MI 48104",3,2,2,1873,0.155,42.274185666979,-83.74627597231
662475,2021-06-30,"549 S FIFTH AV, Ann Arbor, MI 48104",5,3,0,2335,0.2,42.275000882697,-83.746283210931
1650000,2021-06-30,"318 W LIBERTY ST 301, Ann Arbor, MI 48103",0,2,0,2315,NA,42.27943802565,-83.751538176473
855000,2021-06-30,"211 W KINGSLEY ST, Ann Arbor, MI 48103",0,2,0,1385,NA,42.284904324234,-83.749733485668
1,2021-06-30,"2843 CANTERBURY RD, Ann Arbor, MI 48104",3,1,0,990,0.187,42.251988189155,-83.702897355331
4e+05,2021-06-30,"1134 HUTCHINS AV, Ann Arbor, MI 48103",4,1,0,1170,0.154,42.267761058625,-83.757108363399
4e+05,2021-06-30,"1510 ARDMOOR AV, Ann Arbor, MI 48103",3,1,0,1152,0.165,42.262242364086,-83.765029416343
593000,2021-06-30,"2932 LESLIE PARK CIR, ANN ARBOR, MI 48105",4,2,1,2432,0.22,42.313969580903,-83.724149947754
1,2021-06-29,"709 S SEVENTH ST, Ann Arbor, MI 48103",2,2,0,1256,0.191,42.272704558694,-83.758315079866
NA,2021-06-29,"1465 SOUTH BLV, Ann Arbor, MI 48104",2,1,1,1156,0.076,42.259019602465,-83.729112130824
350000,2021-06-29,"3226 ROON THE BEN DR, Ann Arbor, MI 48108",3,2,1,1476,0.124,42.237695099021,-83.687867276762
1,2021-06-29,"1707 BROADWAY ST, ANN ARBOR, MI 48105",3,3,0,1797,0.258,42.296613866337,-83.724255543985
1,2021-06-29,"914 WOODLAWN AV, Ann Arbor, MI 48104",3,3,0,2184,0.106,42.264990687598,-83.737664342664
5e+05,2021-06-29,"1926 HAMPTON CT, Ann Arbor, MI 48103",3,1,1,1874,0.174,42.273469403315,-83.77137363692
250000,2021-06-29,"707 LINDA VISTA AVE, ANN ARBOR, MI 48103",0,0,0,NA,0.143,42.287355735027,-83.764766713151
NA,2021-06-29,"3369 BURBANK DR, ANN ARBOR, MI 48105",3,1,1,1484,NA,42.313987322493,-83.690684662929
620000,2021-06-29,"1706 SHADFORD RD, Ann Arbor, MI 48104",3,1,1,1550,0.175,42.261795473263,-83.725235645708
450000,2021-06-29,"705 LINDA VISTA AVE, ANN ARBOR, MI 48103",4,1,0,1595,0.167,42.287333348102,-83.764765706333
428800,2021-06-29,"421 SUMARK WAY, Ann Arbor, MI 48103",0,2,1,1797,0.157,42.246470017145,-83.754433187343
309000,2021-06-29,"1854 LINDSAY LA, Ann Arbor, MI 48104",2,1,1,1402,NA,42.260743706827,-83.692851317248
NA,2021-06-29,"1520 GRANGER AV, Ann Arbor, MI 48104",5,1,1,2012,0.152,42.264452874468,-83.729241971416
NA,2021-06-29,"1441 WHITE ST, Ann Arbor, MI 48104",3,1,1,1376,0.115,42.263077954928,-83.739108460888
550000,2021-06-29,"943 GREENWOOD AV, Ann Arbor, MI 48104",7,2,0,2520,0.064,42.269359412809,-83.738009861193
NA,2021-06-29,"1117 S STATE ST, Ann Arbor, MI 48104",6,3,0,1567,0.176,42.268795921239,-83.740456369988
562500,2021-06-29,"1314 SHEEHAN AV, Ann Arbor, MI 48104",3,1,1,1412,0.139,42.265311911709,-83.738070714807
NA,2021-06-29,"730 S STATE ST, Ann Arbor, MI 48104",12,0,5,3236,0.116,42.272411498909,-83.740723910493
596400,2021-06-29,"404 S FIRST ST, Ann Arbor, MI 48103",5,2,0,1276,0.076,42.277894747576,-83.751153984531
525000,2021-06-29,"121 W KINGSLEY ST 303, Ann Arbor, MI 48103",0,2,0,1021,NA,42.284876379668,-83.749130806163
NA,2021-06-29,"1317 FOREST CT, ANN ARBOR, MI 48104",3,1,0,1478,0.083,42.273913385939,-83.732732837355
NA,2021-06-29,"701 S FOREST AVE, ANN ARBOR, MI 48104",9,4,0,2405,0.12,42.273680975144,-83.732971267118
NA,2021-06-29,"727 OAKLAND AVE, ANN ARBOR, MI 48104",10,4,1,2588,0.109,42.272919938363,-83.739335218176
483500,2021-06-29,"1316 WRIGHT ST, ANN ARBOR, MI 48105",4,2,0,1632,0.179,42.293207000093,-83.739737281047
839000,2021-06-29,"803 WILDT ST, ANN ARBOR, MI 48103",4,2,1,2596,0.138,42.288921479248,-83.749037706383
100,2021-06-29,"2007 DELAFIELD DR, ANN ARBOR, MI 48105",3,1,0,1372,0.301,42.302474790673,-83.736456131514
385000,2021-06-29,"1805 N FRANKLIN CT, ANN ARBOR, MI 48103",3,2,0,1529,0.22,42.298419767207,-83.779438511286
261000,2021-06-29,"583 LIBERTY POINTE DR, ANN ARBOR, MI 48103",3,2,1,1378,NA,42.274538597219,-83.786063294798
607000,2021-06-29,"223 E ANN ST 3, Ann Arbor, MI 48104",4,2,1,1088,NA,42.282372807977,-83.746861389105
NA,2021-06-28,"120 N STATE ST, ANN ARBOR, MI 48104",5,3,0,1886,0.057,42.281414584648,-83.740795523209
585000,2021-06-28,"1740 W LIBERTY ST, Ann Arbor, MI 48103",4,1,1,1120,0.337,42.275819959319,-83.769079314599
585000,2021-06-28,"1742 W LIBERTY ST, Ann Arbor, MI 48103",4,1,1,1120,0.337,42.275814702392,-83.769104633679
228000,2021-06-28,"2795 S KNIGHTSBRIDGE CIR, ANN ARBOR, MI 48105",2,2,0,1094,NA,42.313975433504,-83.733537361188
2100000,2021-06-28,"211 S MAIN ST A, Ann Arbor, MI 48104",0,2,1,4644,0.063,42.280365345579,-83.748444504954
1,2021-06-28,"1505 MARLBOROUGH DR, Ann Arbor, MI 48104",3,1,1,864,0.195,42.252444211315,-83.726254191864
635000,2021-06-28,"1130 OLIVIA AV, Ann Arbor, MI 48104",3,1,0,1250,0.092,42.26743722084,-83.731489364146
415000,2021-06-28,"1100 W LIBERTY ST, Ann Arbor, MI 48103",3,1,0,1261,0.121,42.277324682917,-83.761875754972
1,2021-06-28,"1225 ISLAND DR #204, ANN ARBOR, MI 48105",2,1,0,871,NA,42.291104536597,-83.73197666315
1,2021-06-28,"527 LONG SHORE DR UNIT A, ANN ARBOR, MI 48105",2,1,0,800,NA,42.291707392393,-83.742973314005
366000,2021-06-28,"814 CARBECK DR, ANN ARBOR, MI 48103",3,1,0,1014,0.186,42.288530625138,-83.778993015506
705000,2021-06-28,"2059 DELAWARE DR, Ann Arbor, MI 48103",0,1,2,2148,0.24,NA,NA
365000,2021-06-28,"1816 NORTHBROOK DR, Ann Arbor, MI 48103",2,1,1,988,0.312,42.250325202789,-83.758828559354
NA,2021-06-27,"1136 S SEVENTH ST, Ann Arbor, MI 48103",3,2,1,1912,0.152,42.267707058658,-83.758345058316
NA,2021-06-26,"1962 INDEPENDENCE BLV, Ann Arbor, MI 48104",3,1,0,1750,0.225,42.252972964431,-83.719010302208
1,2021-06-26,"601 E HOOVER AV, Ann Arbor, MI 48104",5,2,0,1478,0.052,42.269738277644,-83.741746982678
240000,2021-06-26,"531 LONG SHORE DR UNIT B, ANN ARBOR, MI 48105",2,1,0,800,NA,42.291681060913,-83.742845392879
NA,2021-06-25,"1225 S MAPLE RD 206, Ann Arbor, MI 48103",1,1,0,927,NA,42.267192854878,-83.779769609432
265000,2021-06-25,"402 MAPLE RIDGE ST, Ann Arbor, MI 48103",3,1,0,1257,0.159,42.285576346473,-83.760031818532
607990,2021-06-25,"2871 DILLON DR, ANN ARBOR, MI 48105",0,1,0,3252,NA,42.310943577598,-83.739458498144
531000,2021-06-25,"1305 MILLER AVE, ANN ARBOR, MI 48103",4,2,0,2282,0.143,42.287941049168,-83.763375284434
480000,2021-06-25,"423 HIGH ST, ANN ARBOR, MI 48104",4,2,0,1624,0.049,42.286606009158,-83.743179610199
320000,2021-06-25,"2430 COLONY CT, Ann Arbor, MI 48104",4,1,1,1594,0.275,42.245973663928,-83.713845835865
191000,2021-06-25,"275 BRIARCREST DR 193, Ann Arbor, MI 48104",0,2,0,983,NA,42.246796170989,-83.746703766923
100,2021-06-25,"2354 PARKWOOD AV, Ann Arbor, MI 48104",2,1,0,739,NA,42.254331932418,-83.693924296534
NA,2021-06-25,"2354 PARKWOOD AV, Ann Arbor, MI 48104",2,1,0,739,NA,42.254331932418,-83.693924296534
NA,2021-06-25,"2818 WHITEWOOD ST, Ann Arbor, MI 48104",2,1,0,703,NA,42.247379011612,-83.690679295614
NA,2021-06-25,"2818 WHITEWOOD ST, Ann Arbor, MI 48104",2,1,0,703,NA,42.247379011612,-83.690679295614
404500,2021-06-25,"2895 E EISENHOWER PKY, Ann Arbor, MI 48108",4,1,1,1807,0.172,42.24504869642,-83.723310836008
302000,2021-06-25,"1441 PINE VALLEY BLV, Ann Arbor, MI 48104",4,1,2,1876,0.165,42.249388867823,-83.727143901334
406900,2021-06-25,"2120 LIBERTY HEIGHTS, Ann Arbor, MI 48103",3,3,1,1779,NA,NA,NA
616183,2021-06-25,"3075 N SPURWAY DR, ANN ARBOR, MI 48105",0,1,0,2676,NA,42.319183439157,-83.71096079233
335000,2021-06-25,"431 PARKWOOD ST, ANN ARBOR, MI 48103",2,1,0,948,0.22,42.288183611343,-83.7909555081
NA,2021-06-25,"555 E WILLIAM ST 24I, Ann Arbor, MI 48104",1,1,0,596,NA,42.27791325969,-83.742537269955
NA,2021-06-25,"541 LONG SHORE DR UNIT A, ANN ARBOR, MI 48105",2,1,0,800,NA,42.291615232213,-83.742525590065
547000,2021-06-25,"2012 ARBORVIEW BLVD, ANN ARBOR, MI 48103",3,3,0,1254,0.193,42.286083460506,-83.772223218496
458000,2021-06-25,"2868 HARDWICK RD, ANN ARBOR, MI 48105",3,2,1,1778,NA,42.315964719932,-83.708157363943
328700,2021-06-25,"101 LONGMAN LA, Ann Arbor, MI 48103",2,1,0,842,0.101,42.280994835211,-83.776048068427
260000,2021-06-25,"733 WATERSEDGE DR, ANN ARBOR, MI 48105",2,1,1,1260,NA,42.284269481056,-83.69668229967
286000,2021-06-25,"646 GREENHILLS DR, ANN ARBOR, MI 48105",3,1,2,1736,NA,42.284108609681,-83.681834959459
NA,2021-06-24,"561 GALEN CIR, Ann Arbor, MI 48103",2,2,1,1935,NA,42.248766364051,-83.755475153532
NA,2021-06-24,"2805 GLADSTONE AV, Ann Arbor, MI 48104",0,2,1,2108,0.211,42.248056981278,-83.718094371708
NA,2021-06-24,"2020 CALUMET AV, Ann Arbor, MI 48104",0,0,0,NA,0.211,42.248098091568,-83.71777643301
NA,2021-06-24,"3610 CHARTER PL, ANN ARBOR, MI 48105",4,1,2,2202,0.231,42.288581439642,-83.689855331582
498535,2021-06-24,"2805 DILLON DR, ANN ARBOR, MI 48105",0,1,0,1681,NA,42.310893555944,-83.740800747535
3e+05,2021-06-24,"824 NEWPORT RD, ANN ARBOR, MI 48103",3,1,0,988,0.194,42.289181532822,-83.765515668071
1725000,2021-06-24,"2505 LONDONDERRY RD, Ann Arbor, MI 48104",4,5,1,4588,0.508,42.263226702776,-83.711851403618
10,2021-06-24,"126 PONDS VIEW DR, Ann Arbor, MI 48103",2,1,1,1730,NA,42.248947818082,-83.749714790242
164000,2021-06-24,"2102 PAULINE BLV 203, Ann Arbor, MI 48103",2,2,0,1173,NA,42.267721471804,-83.775591383684
245000,2021-06-24,"3122 VILLAGE CIR, Ann Arbor, MI 48108",2,1,1,1121,NA,42.241279601741,-83.685121719488
1,2021-06-24,"709 HUTCHINS AV, Ann Arbor, MI 48103",2,1,0,1262,0.13,42.272738527278,-83.756887942846
1079000,2021-06-24,"186 RIVERVIEW CT, ANN ARBOR, MI 48104",3,2,1,2602,0.428,42.2793214626,-83.71066404623
425000,2021-06-24,"1447 SUNSET RD, ANN ARBOR, MI 48103",3,1,0,1299,0.275,42.297410318366,-83.765126274842
162000,2021-06-24,"2403 PITTSFIELD BLV, Ann Arbor, MI 48104",2,1,0,695,NA,42.25226941551,-83.692785036675
6e+05,2021-06-23,"1923 BOULDER DR, Ann Arbor, MI 48104",0,2,1,2100,NA,42.261611047357,-83.693834066825
387464,2021-06-23,"1435 COLER RD, Ann Arbor, MI 48104",0,0,0,NA,0.133,42.258132992626,-83.728675586735
100,2021-06-23,"940 VESPER RD, ANN ARBOR, MI 48103",4,3,0,3172,0.903,42.295767874332,-83.759234818931
100,2021-06-23,"940 VESPER RD, ANN ARBOR, MI 48103",4,3,0,3172,0.903,42.295767874332,-83.759234818931
1,2021-06-23,"1516 BARDSTOWN TRL, ANN ARBOR, MI 48105",4,1,2,2077,0.25,42.295256882586,-83.688023506442
387250,2021-06-23,"1505 HATCHER CRES, ANN ARBOR, MI 48103",2,1,1,1014,0.179,42.294646387519,-83.775202868378
NA,2021-06-22,"444 COLIN CIR, Ann Arbor, MI 48103",0,2,1,1797,0.162,42.247982295166,-83.754078688984
675000,2021-06-22,"315 SECOND ST 409, Ann Arbor, MI 48103",0,2,0,1495,NA,NA,NA
NA,2021-06-22,"1115 BALDWIN AV, Ann Arbor, MI 48104",5,3,1,3131,0.2,42.267914349296,-83.727046408607
420000,2021-06-22,"2865 E EISENHOWER PKY, Ann Arbor, MI 48108",4,1,2,2431,0.209,42.245163539753,-83.725361556633
165000,2021-06-22,"110 FELCH ST, ANN ARBOR, MI 48103",2,2,0,1636,0.111,42.286476223509,-83.748795575399
NA,2021-06-22,"214 W WILLIAM ST, Ann Arbor, MI 48104",3,3,1,1940,NA,42.278071165648,-83.750098305032
250000,2021-06-22,"2259 S MAIN ST, ANN ARBOR, MI 48103",2,2,0,1086,NA,42.253525369767,-83.749837361795
143500,2021-06-22,"2317 PACKARD ST B202, Ann Arbor, MI 48104",1,1,0,625,NA,42.253602535022,-83.724635278731
575000,2021-06-22,"1104 PACKARD ST, Ann Arbor, MI 48104",0,0,0,NA,0.149,42.266467048244,-83.735907079958
NA,2021-06-22,"2123 CAROL DR, Ann Arbor, MI 48103",4,2,0,1316,0.185,42.264083041166,-83.775272750108
287000,2021-06-22,"2976 HUNLEY DR, ANN ARBOR, MI 48105",0,2,0,1201,NA,42.315501152234,-83.73134550484
375000,2021-06-22,"1102 ARBORVIEW BLVD, ANN ARBOR, MI 48103",2,1,0,814,0.149,42.286206158547,-83.76148101557
375000,2021-06-21,"811 JOHN A WOODS DR, ANN ARBOR, MI 48105",2,1,1,1374,0.2,42.296636821469,-83.735826537604
2e+05,2021-06-21,"623 DELLWOOD DR, ANN ARBOR, MI 48103",4,1,0,1148,0.279,42.28936990059,-83.787177383368
875000,2021-06-21,"414 N MAIN ST 16, Ann Arbor, MI 48104",2,3,0,1739,NA,42.284192611099,-83.748291258872
369000,2021-06-21,"1706 ARBORDALE ST, Ann Arbor, MI 48103",3,1,1,1191,0.178,42.270931475875,-83.769775841127
